Year	Count	Cause	Size	
2019	1	Firearms and explosives use	G	
2019	477	Smoking	A	
2019	316	Smoking	B	
2019	27	Smoking	C	
2019	0	Smoking	D	
2019	0	Smoking	E	
2019	1	Smoking	F	
2019	0	Smoking	G	
2020	1815	Arson/incendiarism	A	
2020	2269	Arson/incendiarism	B	
2020	651	Arson/incendiarism	C	
2020	104	Arson/incendiarism	D	
2020	41	Arson/incendiarism	E	
2020	14	Arson/incendiarism	F	
2020	0	Arson/incendiarism	G	
2020	5113	Debris and open burning	A	
2020	7747	Debris and open burning	B	
2020	1240	Debris and open burning	C	
2020	112	Debris and open burning	D	
2020	39	Debris and open burning	E	
2020	15	Debris and open burning	F	
2020	1	Debris and open burning	G	
2020	216	Other causes	A	
2020	146	Other causes	B	
2020	18	Other causes	C	
2020	1	Other causes	D	
2020	0	Other causes	E	
2020	1	Other causes	F	
2020	0	Other causes	G	
2020	3165	Recreation and ceremony	A	
2020	1027	Recreation and ceremony	B	
2020	122	Recreation and ceremony	C	
2020	21	Recreation and ceremony	D	
2020	6	Recreation and ceremony	E	
2020	5	Recreation and ceremony	F	
2020	4	Recreation and ceremony	G	
2020	10765	Missing data/not specified/undetermined	A	
2020	5656	Missing data/not specified/undetermined	B	
2020	1142	Missing data/not specified/undetermined	C	
2020	199	Missing data/not specified/undetermined	D	
2020	108	Missing data/not specified/undetermined	E	
2020	67	Missing data/not specified/undetermined	F	
2020	33	Missing data/not specified/undetermined	G	
2020	3205	Equipment and vehicle use	A	
2020	4299	Equipment and vehicle use	B	
2020	650	Equipment and vehicle use	C	
2020	106	Equipment and vehicle use	D	
2020	76	Equipment and vehicle use	E	
2020	30	Equipment and vehicle use	F	
2020	14	Equipment and vehicle use	G	
2020	903	Power generation/transmission/distribution	A	
2020	967	Power generation/transmission/distribution	B	
2020	249	Power generation/transmission/distribution	C	
2020	40	Power generation/transmission/distribution	D	
2020	33	Power generation/transmission/distribution	E	
2020	11	Power generation/transmission/distribution	F	
2020	5	Power generation/transmission/distribution	G	
2020	492	Misuse of fire by a minor	A	
2020	372	Misuse of fire by a minor	B	
2020	27	Misuse of fire by a minor	C	
2020	4	Misuse of fire by a minor	D	
2020	2	Misuse of fire by a minor	E	
2020	1	Misuse of fire by a minor	F	
2020	0	Misuse of fire by a minor	G	
2020	600	Fireworks	A	
2020	268	Fireworks	B	
2020	41	Fireworks	C	
2020	7	Fireworks	D	
2020	1	Fireworks	E	
2020	0	Fireworks	F	
2020	2	Fireworks	G	
2020	219	Railroad operations and maintenance	A	
2020	208	Railroad operations and maintenance	B	
2020	44	Railroad operations and maintenance	C	
2020	6	Railroad operations and maintenance	D	
2020	5	Railroad operations and maintenance	E	
2020	4	Railroad operations and maintenance	F	
2020	1	Railroad operations and maintenance	G	
2020	93	Firearms and explosives use	A	
2020	166	Firearms and explosives use	B	
2020	81	Firearms and explosives use	C	
2020	17	Firearms and explosives use	D	
2020	10	Firearms and explosives use	E	
2020	9	Firearms and explosives use	F	
2020	2	Firearms and explosives use	G	
2020	721	Smoking	A	
2020	481	Smoking	B	
2020	57	Smoking	C	
2020	9	Smoking	D	
2020	4	Smoking	E	
2020	1	Smoking	F	
2020	0	Smoking	G
